X-coordinate,Y-coordinate,Channel Gain,Time Delay,AoA_theta,AoA_phi,AoD_theta,AoD_phi,First X-coordinate,First y-coordinate,Last X-coordinate,Last y-coordinate
-700.0,100.0,-167.992,1.29312e-06,88.3731,108.735,91.6269,-172.247,-615.575,284.264,-707.459,121.993
-698.0,100.0,-168.03,1.29528e-06,88.3883,109.192,91.6117,-172.247,-615.575,284.264,-707.615,127.624
-696.0,100.0,-168.137,1.29749e-06,88.4035,109.646,91.5965,-172.247,-615.575,284.264,-707.763,132.949
-694.0,100.0,-168.324,1.29975e-06,88.4187,110.098,91.5813,-172.247,-615.575,284.264,-707.903,137.994
-692.0,100.0,-179.355,1.60234e-06,88.7275,106.732,91.2725,-170.355,-589.118,284.855,-708.247,154.045
-690.0,100.0,-169.709,1.30439e-06,88.4491,108.99,91.5509,-172.247,-615.575,284.264,-708.242,153.008
-688.0,100.0,-170.542,1.30658e-06,88.464,109.44,91.536,-172.247,-615.575,284.264,-708.265,157.419
-686.0,100.0,-178.836,1.58105e-06,88.741,81.9393,91.259,-170.355,-589.118,284.855,-659.643,286.109
-684.0,100.0,-178.801,1.58014e-06,88.7522,82.4815,91.2478,-170.355,-589.118,284.855,-659.605,284.835
-682.0,100.0,-178.872,1.57929e-06,88.7617,83.0249,91.2383,-170.355,-589.118,284.855,-659.562,283.4
-680.0,100.0,-171.826,1.31122e-06,88.5208,111.33,91.4792,-172.247,-615.575,284.264,-706.328,167.424
-678.0,100.0,-173.433,1.31367e-06,88.5359,111.769,91.4641,-172.247,-615.575,284.264,-706.393,171.099
-676.0,100.0,-175.514,1.31616e-06,88.5509,112.205,91.4491,-172.247,-615.575,284.264,-706.454,174.607
-674.0,100.0,-177.786,1.3187e-06,88.566,112.639,91.434,-172.247,-615.575,284.264,-706.514,177.959
-672.0,100.0,-180.398,1.57389e-06,88.8088,87.7734,91.1912,-170.355,-589.118,284.855,-663.941,307.272
-670.0,100.0,-180.372,1.57366e-06,88.8189,88.3256,91.1811,-170.355,-589.118,284.855,-663.941,307.272
-668.0,100.0,-172.576,1.33579e-06,88.6206,114.642,91.3794,-172.247,-615.575,284.264,-710.183,191.958
-666.0,100.0,-173.464,1.33858e-06,88.6355,115.058,91.3645,-172.247,-615.575,284.264,-710.201,194.541
-664.0,100.0,-173.386,1.34142e-06,88.6504,115.471,91.3496,-172.247,-615.575,284.264,-710.219,197.027
