X-coordinate,Y-coordinate,Channel Gain,Time Delay,AoA_theta,AoA_phi,AoD_theta,AoD_phi,First X-coordinate,First y-coordinate,Last X-coordinate,Last y-coordinate
-2100.0,-2000.0,-161.366,1.465e-06,86.6345,121.694,88.7499,-122.758,-2009.95,-1970.89,-2114.85,-1975.96
-2098.0,-2000.0,-159.863,1.03491e-06,88.2618,126.439,91.7382,-145.532,-2072.41,-1918.35,-2114.84,-1977.19
-2096.0,-2000.0,-159.028,1.03891e-06,88.2685,127.342,91.7315,-145.532,-2072.41,-1918.35,-2114.85,-1975.29
-2094.0,-2000.0,-147.195,1.27227e-06,88.5861,127.905,91.4139,129.912,-1902.51,-1797.0,-2114.86,-1973.21
-2092.0,-2000.0,-142.951,1.27639e-06,88.5907,128.347,91.4093,129.912,-1902.51,-1797.0,-2114.87,-1971.09
-2090.0,-2000.0,-120.286,1.26515e-06,88.5782,129.452,91.4218,-130.07,-2010.23,-1931.04,-2114.88,-1969.77
-2088.0,-2000.0,-121.451,1.2694e-06,88.5829,129.685,91.4171,-130.303,-2011.12,-1931.02,-2114.89,-1967.59
-2086.0,-2000.0,-122.949,1.27366e-06,88.6076,129.916,91.3924,-130.534,-2012.02,-1931.0,-2114.91,-1965.45
-2084.0,-2000.0,-124.853,1.27794e-06,88.6249,130.145,91.3751,-130.763,-2012.91,-1930.98,-2114.92,-1963.34
-2082.0,-2000.0,-137.482,1.28225e-06,88.6421,130.477,91.3579,-130.865,-2013.31,-1930.97,-2114.93,-1961.42
-2080.0,-2000.0,-146.404,1.28659e-06,88.6592,130.888,91.3408,-130.865,-2013.31,-1930.97,-2114.94,-1959.65
-2078.0,-2000.0,-153.744,1.29097e-06,88.6763,131.293,91.3237,-130.865,-2013.31,-1930.97,-2114.95,-1957.93
-2076.0,-2000.0,-154.223,1.083e-06,88.4369,135.267,91.5631,-145.532,-2072.41,-1918.35,-2114.93,-1961.43
-2074.0,-2000.0,-153.526,1.08776e-06,88.4586,135.957,91.5414,-145.532,-2072.41,-1918.35,-2114.93,-1960.41
-2072.0,-2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2070.0,-2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2068.0,-2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2066.0,-2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2064.0,-2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2062.0,-2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2060.0,-2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2058.0,-2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2056.0,-2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2054.0,-2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2052.0,-2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
