X-coordinate,Y-coordinate,Channel Gain,Time Delay,AoA_theta,AoA_phi,AoD_theta,AoD_phi,First X-coordinate,First y-coordinate,Last X-coordinate,Last y-coordinate
-2300.0,-200.0,-145.316,1.83248e-06,89.4027,-127.259,90.5973,-136.803,-2133.73,-31.6711,-2316.55,-221.752
-2298.0,-200.0,-144.073,1.83652e-06,89.4216,-127.425,90.5784,-136.969,-2133.73,-31.4868,-2316.54,-224.23
-2296.0,-200.0,-172.49,2.61572e-06,88.0446,-39.5929,87.2188,-154.665,-2124.12,-11.4216,-2274.66,-217.649
-2294.0,-200.0,-182.334,2.36973e-06,84.9018,74.5747,88.875,-65.2474,-2066.34,-73.0118,-2263.6,-89.8179
-2292.0,-200.0,-172.591,2.60517e-06,88.0673,-38.4146,87.2263,-154.334,-2124.12,-11.5922,-2274.45,-213.919
-2290.0,-200.0,-172.511,2.59993e-06,88.0793,-38.506,87.2284,-154.243,-2124.12,-11.6396,-2274.36,-212.44
-2288.0,-200.0,-172.281,2.5947e-06,88.0914,-38.5977,87.2305,-154.151,-2124.12,-11.6873,-2274.28,-210.953
-2286.0,-200.0,-171.9,2.58947e-06,88.1036,-38.6898,87.2327,-154.058,-2124.12,-11.7352,-2274.19,-209.455
-2284.0,-200.0,-159.778,2.38556e-06,88.0751,-145.111,86.5977,-28.1085,-1913.93,-99.3859,-2316.54,-222.694
-2282.0,-200.0,-159.748,2.39101e-06,88.1011,-145.202,86.5948,-28.0172,-1913.93,-99.0048,-2316.54,-224.005
-2280.0,-200.0,-159.774,2.3965e-06,88.0997,-145.293,86.5919,-27.9261,-1913.94,-98.6247,-2316.54,-225.307
-2278.0,-200.0,-159.816,2.402e-06,88.097,-145.384,86.589,-27.8353,-1913.94,-98.2468,-2316.54,-226.601
-2276.0,-200.0,-159.871,2.4075e-06,88.0943,-145.474,86.5862,-27.7449,-1913.94,-97.8713,-2316.53,-227.885
-2274.0,-200.0,-159.94,2.413e-06,88.0917,-145.564,86.5833,-27.655,-1913.94,-97.4982,-2316.53,-229.161
-2272.0,-200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2270.0,-200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2268.0,-200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2266.0,-200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2264.0,-200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2262.0,-200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2260.0,-200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2258.0,-200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2256.0,-200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2254.0,-200.0,-123.836,1.30692e-06,89.3066,-49.9393,90.6934,-141.49,-2133.69,-26.8112,-2227.44,-231.584
-2252.0,-200.0,-123.679,1.30264e-06,89.3043,-50.164,90.6957,-141.265,-2133.7,-27.0289,-2225.55,-231.702
-2250.0,-200.0,-120.958,1.27528e-06,89.2781,-131.51,90.7219,-143.242,-2124.09,-17.9946,-2255.39,-206.092
-2248.0,-200.0,-143.276,2.19962e-06,89.5742,-79.0376,90.4258,-101.746,-2121.62,-103.964,-2242.06,-230.669
-2246.0,-200.0,-139.707,1.92262e-06,89.5044,36.6261,90.4956,-14.8504,-2057.02,-11.396,-2066.53,-66.5863
-2244.0,-200.0,-138.709,2.19713e-06,89.559,-79.4451,90.441,-101.746,-2121.62,-103.964,-2238.24,-230.908
-2242.0,-200.0,-138.168,1.91193e-06,89.4848,36.8647,90.5152,-14.6118,-2057.02,-11.2041,-2066.48,-68.3813
-2240.0,-200.0,-137.495,1.9066e-06,89.4749,36.985,90.5251,-14.4914,-2057.02,-11.1075,-2066.45,-69.2904
-2238.0,-200.0,-143.526,1.30091e-06,89.218,-136.651,90.782,-141.514,-2124.08,-19.1485,-2256.01,-217.003
-2236.0,-200.0,-143.664,1.99191e-06,89.4812,71.4323,90.5188,-101.746,-2121.62,-103.964,-2225.89,-169.91
-2234.0,-200.0,-115.424,1.06557e-06,89.0113,39.8314,90.9887,-143.004,-2124.09,-18.1506,-2066.71,-60.4653
-2232.0,-200.0,-115.747,1.06046e-06,88.9762,40.0624,91.0238,-142.773,-2124.09,-18.3028,-2066.7,-60.9867
-2230.0,-200.0,-116.194,1.05537e-06,88.9407,40.2956,91.0593,-142.54,-2124.09,-18.4573,-2066.68,-61.5164
-2228.0,-200.0,-116.806,1.0503e-06,88.9049,40.5311,91.0951,-142.304,-2124.09,-18.6143,-2066.66,-62.0548
-2226.0,-200.0,-117.638,1.04525e-06,88.8687,40.7689,91.1313,-142.066,-2124.09,-18.7738,-2066.65,-62.6021
-2224.0,-200.0,-118.757,1.04022e-06,88.8322,41.009,91.1678,-141.826,-2124.09,-18.9359,-2066.63,-63.1584
-2222.0,-200.0,-120.218,1.03521e-06,88.7954,41.2514,91.2046,-141.584,-2124.09,-19.1007,-2066.61,-63.724
-2220.0,-200.0,-128.335,2.36156e-06,89.4583,81.8438,90.5417,-99.9133,-2162.99,-360.41,-2207.34,-111.696
-2218.0,-200.0,-128.704,2.36063e-06,89.4445,82.0041,90.5555,-99.753,-2161.95,-360.408,-2205.59,-111.666
-2216.0,-200.0,-129.086,2.35972e-06,89.4306,82.1646,90.5694,-99.5925,-2160.91,-360.406,-2203.84,-111.636
-2214.0,-200.0,-129.483,2.35882e-06,89.4167,82.3252,90.5833,-99.4319,-2159.87,-360.405,-2202.09,-111.606
-2212.0,-200.0,-129.894,2.35795e-06,89.4028,82.4859,90.5972,-99.2712,-2158.83,-360.403,-2200.34,-111.576
-2210.0,-200.0,-114.8,1.008e-06,88.5709,47.8368,91.4291,-143.243,-2124.09,-17.9943,-2132.17,-114.053
-2208.0,-200.0,-114.544,1.00355e-06,88.5324,48.1193,91.4676,-143.525,-2124.09,-17.8107,-2123.53,-105.798
-2206.0,-200.0,-119.133,1.77377e-06,89.1516,-78.3594,90.8484,-101.442,-2172.95,-360.427,-2172.95,-360.427
-2204.0,-200.0,-119.265,1.77244e-06,89.1343,-78.5707,90.8657,-101.231,-2171.57,-360.425,-2171.57,-360.425
-2202.0,-200.0,-119.407,1.77113e-06,89.1246,-78.7823,90.8754,-101.019,-2170.18,-360.422,-2170.18,-360.422
-2200.0,-200.0,-119.56,1.76985e-06,89.1148,-78.9943,90.8852,-100.807,-2168.8,-360.42,-2168.8,-360.42
-2198.0,-200.0,-119.724,1.7686e-06,89.1051,-79.2065,90.8949,-100.595,-2167.42,-360.418,-2167.42,-360.418
-2196.0,-200.0,-119.899,1.76736e-06,89.0953,-79.4191,90.9047,-100.382,-2166.03,-360.415,-2166.03,-360.415
-2194.0,-200.0,-120.086,1.76615e-06,89.0856,-79.6319,90.9144,-100.17,-2164.65,-360.413,-2164.65,-360.413
-2192.0,-200.0,-120.085,1.01116e-06,88.3867,42.9432,91.6133,-141.322,-2133.7,-26.9734,-2066.05,-82.7785
-2190.0,-200.0,-120.293,1.0063e-06,88.3629,43.2021,91.6371,-141.063,-2133.7,-27.2257,-2066.02,-83.5678
-2188.0,-200.0,-120.723,1.76268e-06,89.0563,-80.2721,90.9437,-99.5294,-2160.5,-360.406,-2160.5,-360.406
-2186.0,-200.0,-120.962,1.76156e-06,89.0514,-80.4861,90.9486,-99.3154,-2159.12,-360.403,-2159.12,-360.403
-2184.0,-200.0,-121.214,1.76047e-06,89.0508,-80.7003,90.9492,-99.1012,-2157.73,-360.401,-2157.73,-360.401
-2182.0,-200.0,-121.48,1.75941e-06,89.0503,-80.9148,90.9497,-98.8867,-2156.35,-360.398,-2156.35,-360.398
-2180.0,-200.0,-119.674,9.82265e-07,88.2987,44.5352,91.7013,-139.73,-2133.71,-28.5549,-2065.9,-87.7333
-2178.0,-200.0,-117.912,9.77521e-07,88.2904,44.8097,91.7096,-139.456,-2133.71,-28.8351,-2065.87,-88.6131
-2176.0,-200.0,-116.527,9.728e-07,88.2821,45.0868,91.7179,-139.179,-2133.71,-29.1204,-2065.84,-89.5096
-2174.0,-200.0,-115.503,9.68102e-07,88.2738,45.3667,91.7262,-138.899,-2133.71,-29.411,-2065.82,-90.4231
-2172.0,-200.0,-114.762,9.63427e-07,88.2654,45.6492,91.7346,-138.616,-2133.72,-29.707,-2065.79,-91.3542
-2170.0,-200.0,-114.232,9.58776e-07,88.257,45.9345,91.743,-138.331,-2133.72,-30.0085,-2065.76,-92.3034
-2168.0,-200.0,-113.862,9.54149e-07,88.2486,46.2226,91.7514,-138.043,-2133.72,-30.3157,-2065.73,-93.2712
-2166.0,-200.0,-113.618,9.49547e-07,88.2401,46.5135,91.7599,-137.752,-2133.72,-30.6288,-2065.7,-94.2582
-2164.0,-200.0,-113.48,9.44969e-07,88.2315,46.8072,91.7685,-137.458,-2133.72,-30.9479,-2065.67,-95.2649
