X-coordinate,Y-coordinate,Channel Gain,Time Delay,AoA_theta,AoA_phi,AoD_theta,AoD_phi,First X-coordinate,First y-coordinate,Last X-coordinate,Last y-coordinate
300.0,-100.0,-127.354,1.71832e-06,89.1113,69.8987,90.8887,-111.425,371.651,-227.086,303.634,-90.0704
302.0,-100.0,-127.658,1.71582e-06,89.11,-150.268,90.89,-36.0175,549.745,63.835,243.426,-133.454
304.0,-100.0,-124.571,1.51109e-06,88.9895,146.916,91.0105,-132.316,270.946,-151.581,289.917,-90.8251
306.0,-100.0,-124.367,1.51668e-06,88.9932,147.053,91.0068,-132.454,269.76,-151.668,291.693,-90.7275
308.0,-100.0,-115.465,1.17955e-06,88.7054,34.8054,91.2946,-32.7906,549.672,68.0003,549.672,68.0003
310.0,-100.0,-115.116,1.17408e-06,88.6993,34.9914,91.3007,-32.9765,549.676,67.7691,549.676,67.7691
312.0,-100.0,-114.818,1.16861e-06,88.7038,35.1791,91.2962,-33.1642,549.68,67.5347,549.68,67.5347
314.0,-100.0,-110.162,9.11709e-07,88.3562,47.0772,91.6438,-132.923,314.0,-100.0,500.0,100.0
316.0,-100.0,-110.118,9.07171e-07,88.3658,47.3859,91.6342,-132.614,316.0,-100.0,500.0,100.0
318.0,-100.0,-110.075,9.0266e-07,88.3755,47.6978,91.6245,-132.302,318.0,-100.0,500.0,100.0
320.0,-100.0,-110.031,8.98176e-07,88.3853,48.0128,91.6147,-131.987,320.0,-100.0,500.0,100.0
322.0,-100.0,-109.988,8.93719e-07,88.3954,48.3309,91.6046,-131.669,322.0,-100.0,500.0,100.0
324.0,-100.0,-109.945,8.89291e-07,88.4055,48.6522,91.5945,-131.348,324.0,-100.0,500.0,100.0
326.0,-100.0,-109.901,8.8489e-07,88.4158,48.9767,91.5842,-131.023,326.0,-100.0,500.0,100.0
328.0,-100.0,-109.858,8.80518e-07,88.4263,49.3045,91.5737,-130.696,328.0,-100.0,500.0,100.0
330.0,-100.0,-109.815,8.76175e-07,88.4369,49.6355,91.5631,-130.365,330.0,-100.0,500.0,100.0
332.0,-100.0,-109.772,8.71862e-07,88.4477,49.9697,91.5523,-130.03,332.0,-100.0,500.0,100.0
334.0,-100.0,-109.729,8.67579e-07,88.4587,50.3073,91.5413,-129.693,334.0,-100.0,500.0,100.0
336.0,-100.0,-109.686,8.63326e-07,88.4698,50.6482,91.5302,-129.352,336.0,-100.0,500.0,100.0
338.0,-100.0,-109.643,8.59104e-07,88.481,50.9925,91.519,-129.007,338.0,-100.0,500.0,100.0
340.0,-100.0,-109.601,8.54913e-07,88.4925,51.3402,91.5075,-128.66,340.0,-100.0,500.0,100.0
342.0,-100.0,-109.558,8.50754e-07,88.5041,51.6913,91.4959,-128.309,342.0,-100.0,500.0,100.0
344.0,-100.0,-109.516,8.46628e-07,88.5159,52.0458,91.4841,-127.954,344.0,-100.0,500.0,100.0
346.0,-100.0,-109.473,8.42534e-07,88.5278,52.4037,91.4722,-127.596,346.0,-100.0,500.0,100.0
348.0,-100.0,-109.431,8.38473e-07,88.5399,52.7652,91.4601,-127.235,348.0,-100.0,500.0,100.0
350.0,-100.0,-109.389,8.34446e-07,88.5522,53.1301,91.4478,-126.87,350.0,-100.0,500.0,100.0
352.0,-100.0,-109.348,8.30454e-07,88.5647,53.4986,91.4353,-126.501,352.0,-100.0,500.0,100.0
354.0,-100.0,-109.306,8.26496e-07,88.5774,53.8706,91.4226,-126.129,354.0,-100.0,500.0,100.0
356.0,-100.0,-109.264,8.22573e-07,88.5902,54.2461,91.4098,-125.754,356.0,-100.0,500.0,100.0
358.0,-100.0,-109.223,8.18686e-07,88.6018,54.6252,91.3982,-125.375,358.0,-100.0,500.0,100.0
360.0,-100.0,-109.182,8.14842e-07,88.5952,55.008,91.4048,-124.992,360.0,-100.0,500.0,100.0
362.0,-100.0,-109.141,8.11035e-07,88.5886,55.3943,91.4114,-124.606,362.0,-100.0,500.0,100.0
364.0,-100.0,-109.101,8.07265e-07,88.582,55.7843,91.418,-124.216,364.0,-100.0,500.0,100.0
366.0,-100.0,-109.06,8.03532e-07,88.5754,56.1779,91.4246,-123.822,366.0,-100.0,500.0,100.0
