X-coordinate,Y-coordinate,Channel Gain,Time Delay,AoA_theta,AoA_phi,AoD_theta,AoD_phi,First X-coordinate,First y-coordinate,Last X-coordinate,Last y-coordinate
-700.0,700.0,-113.953,1.12339e-06,89.2452,147.568,90.7548,-142.965,-735.324,722.445,-735.324,722.445
-698.0,700.0,-114.138,1.12903e-06,89.2502,147.75,90.7498,-143.147,-735.37,723.579,-735.37,723.579
-696.0,700.0,-114.35,1.13468e-06,89.2397,147.93,90.7603,-143.326,-735.415,724.696,-735.415,724.696
-694.0,700.0,-114.593,1.14034e-06,89.2294,148.108,90.7706,-143.505,-735.459,725.798,-735.459,725.798
-692.0,700.0,-114.874,1.14602e-06,89.2191,148.284,90.7809,-143.681,-735.503,726.885,-735.503,726.885
-690.0,700.0,-115.199,1.1517e-06,89.2089,148.459,90.7911,-143.855,-735.546,727.956,-735.546,727.956
-688.0,700.0,-115.575,1.1574e-06,89.1989,148.631,90.8011,-144.028,-735.588,729.012,-735.588,729.012
-686.0,700.0,-116.013,1.16311e-06,89.1889,148.803,90.8111,-144.199,-735.63,730.054,-735.63,730.054
-684.0,700.0,-116.523,1.16882e-06,89.1791,148.972,90.8209,-144.369,-735.671,731.082,-735.671,731.082
-682.0,700.0,-117.117,1.17455e-06,89.1693,149.14,90.8307,-144.537,-735.712,732.095,-735.712,732.095
-680.0,700.0,-117.804,1.18029e-06,89.1597,149.306,90.8403,-144.703,-735.752,733.095,-735.752,733.095
-678.0,700.0,-118.593,1.18603e-06,89.1502,149.471,90.8498,-144.867,-735.792,734.082,-735.792,734.082
-676.0,700.0,-119.48,1.19179e-06,89.1407,149.634,90.8593,-145.03,-735.831,735.056,-735.831,735.056
-674.0,700.0,-120.054,1.7107e-06,89.3919,70.63,90.6081,110.973,-554.084,1041.09,-554.084,1041.09
-672.0,700.0,-119.662,1.7085e-06,89.3817,70.8412,90.6183,110.762,-553.491,1041.1,-553.491,1041.1
-670.0,700.0,-121.37,2.1041e-06,89.4903,74.6503,90.5097,-102.932,-514.411,837.239,-576.456,1040.78
-668.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-666.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-664.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-662.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-660.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-658.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-656.0,700.0,-117.957,1.69179e-06,89.2099,72.5495,90.7901,109.054,-548.755,1041.17,-548.755,1041.17
-654.0,700.0,-117.85,1.68981e-06,89.1803,72.7654,90.8197,108.838,-548.163,1041.17,-548.163,1041.17
-652.0,700.0,-117.758,1.68786e-06,89.1507,72.9818,90.8493,108.621,-547.571,1041.18,-547.571,1041.18
-650.0,700.0,-117.679,1.68593e-06,89.121,73.1987,90.879,108.404,-546.98,1041.19,-546.98,1041.19
-648.0,700.0,-121.925,2.08596e-06,89.2663,76.5952,90.7337,-100.987,-512.169,837.318,-566.753,1040.91
