X-coordinate,Y-coordinate,Channel Gain,Time Delay,AoA_theta,AoA_phi,AoD_theta,AoD_phi,First X-coordinate,First y-coordinate,Last X-coordinate,Last y-coordinate
200.0,800.0,-156.985,1.35581e-06,88.1955,64.2248,91.8045,-130.146,350.776,941.638,281.294,968.351
202.0,800.0,-146.047,1.57274e-06,88.465,66.6241,91.535,-113.261,353.063,890.81,274.645,968.067
204.0,800.0,-144.998,1.5701e-06,88.483,66.9233,91.517,-113.261,353.063,890.81,275.624,968.109
206.0,800.0,-143.819,1.56748e-06,88.5011,67.2238,91.4989,-113.261,353.063,890.81,276.602,968.151
208.0,800.0,-142.445,1.5649e-06,88.5192,67.5257,91.4808,-113.261,353.063,890.81,277.579,968.192
210.0,800.0,-140.761,1.56235e-06,88.5375,67.8289,91.4625,-113.261,353.063,890.81,278.556,968.234
212.0,800.0,-152.414,1.59789e-06,88.5902,20.286,91.4098,-154.373,127.022,869.052,250.405,814.196
214.0,800.0,-151.987,1.59164e-06,88.605,21.3029,91.395,-154.373,127.022,869.052,250.405,814.196
216.0,800.0,-152.762,1.58543e-06,88.6183,22.4215,91.3817,-154.373,127.022,869.052,250.405,814.196
218.0,800.0,-152.328,1.57929e-06,88.6232,23.657,91.3768,-154.373,127.022,869.052,250.405,814.196
220.0,800.0,-141.406,1.5732e-06,88.6281,25.0274,91.3719,-154.373,127.022,869.052,250.405,814.196
222.0,800.0,-127.563,1.56719e-06,88.6331,26.5542,91.3669,-154.373,127.022,869.052,250.405,814.196
224.0,800.0,-127.691,1.56121e-06,88.6382,26.5141,91.3618,-154.237,127.033,868.26,250.427,813.184
226.0,800.0,-132.285,1.55524e-06,88.6434,26.9339,91.3566,-154.237,127.033,868.26,250.444,812.419
228.0,800.0,-137.705,1.5493e-06,88.6486,27.3662,91.3514,-154.237,127.033,868.26,250.461,811.626
230.0,800.0,-141.303,1.54338e-06,88.6539,27.8114,91.3461,-154.237,127.033,868.26,250.479,810.802
232.0,800.0,-143.93,1.53749e-06,88.6592,28.2702,91.3408,-154.237,127.033,868.26,250.497,809.947
234.0,800.0,-146.021,1.53162e-06,88.6646,28.743,91.3354,-154.237,127.033,868.26,250.517,809.059
236.0,800.0,-147.802,1.52577e-06,88.6701,29.2305,91.3299,-154.237,127.033,868.26,250.537,808.134
238.0,800.0,-149.405,1.51996e-06,88.6756,29.7333,91.3244,-154.237,127.033,868.26,250.558,807.172
240.0,800.0,-150.935,1.51418e-06,88.6812,30.2521,91.3188,-154.237,127.033,868.26,250.579,806.17
242.0,800.0,-152.512,1.50842e-06,88.6869,30.7875,91.3131,-154.237,127.033,868.26,250.602,805.125
244.0,800.0,-156.298,1.46476e-06,88.6588,147.07,91.3412,-154.237,127.033,868.26,164.474,851.508
246.0,800.0,-155.648,1.47037e-06,88.6749,147.716,91.3251,-154.237,127.033,868.26,164.474,851.508
248.0,800.0,-154.965,1.47603e-06,88.6909,148.339,91.3091,-154.237,127.033,868.26,164.474,851.508
250.0,800.0,-154.244,1.48172e-06,88.7068,148.942,91.2932,-154.237,127.033,868.26,164.474,851.508
252.0,800.0,-153.482,1.48744e-06,88.7227,149.524,91.2773,-154.237,127.033,868.26,164.474,851.508
254.0,800.0,-152.677,1.4932e-06,88.7384,150.087,91.2616,-154.237,127.033,868.26,164.474,851.508
256.0,800.0,-168.15,1.43338e-06,88.6866,-19.3001,91.3134,-104.809,354.686,828.605,327.549,774.944
258.0,800.0,-168.155,1.42708e-06,88.6808,-19.4514,91.3192,-104.809,354.686,828.605,328.952,774.942
260.0,800.0,-168.172,1.42079e-06,88.675,-19.6051,91.325,-104.809,354.686,828.605,330.355,774.941
262.0,800.0,-168.2,1.41451e-06,88.6691,-19.761,91.3309,-104.809,354.686,828.605,331.758,774.939
264.0,800.0,-168.243,1.40824e-06,88.6632,-19.9194,91.3368,-104.809,354.686,828.605,333.161,774.937
266.0,800.0,-168.301,1.40197e-06,88.6572,-20.0802,91.3428,-104.809,354.686,828.605,334.564,774.936
268.0,800.0,-168.376,1.3957e-06,88.6512,-20.2435,91.3488,-104.809,354.686,828.605,335.967,774.934
270.0,800.0,-168.25,1.648e-06,88.8577,-133.3,91.1423,-154.237,127.033,868.26,244.258,772.684
272.0,800.0,-168.592,1.3832e-06,88.639,-20.5779,91.361,-104.809,354.686,828.605,338.773,774.931
274.0,800.0,-168.739,1.37696e-06,88.6328,-20.7491,91.3672,-104.809,354.686,828.605,340.175,774.93
276.0,800.0,-168.652,1.31367e-06,88.5669,-26.9477,91.4331,-107.076,355.444,854.954,325.282,774.946
278.0,800.0,-168.011,1.30773e-06,88.5604,-27.164,91.4396,-107.076,355.444,854.954,326.828,774.945
280.0,800.0,-167.459,1.3018e-06,88.5539,-27.3836,91.4461,-107.076,355.444,854.954,328.374,774.943
282.0,800.0,-166.981,1.29588e-06,88.5473,-27.6064,91.4527,-107.076,355.444,854.954,329.92,774.941
284.0,800.0,-166.568,1.28998e-06,88.5406,-27.8326,91.4594,-107.076,355.444,854.954,331.466,774.939
286.0,800.0,-166.212,1.28408e-06,88.5339,-28.0623,91.4661,-107.076,355.444,854.954,333.012,774.938
