X-coordinate,Y-coordinate,Channel Gain,Time Delay,AoA_theta,AoA_phi,AoD_theta,AoD_phi,First X-coordinate,First y-coordinate,Last X-coordinate,Last y-coordinate
400.0,1000.0,-177.35,2.65239e-06,89.4347,103.773,90.5653,15.3454,689.022,1224.43,322.628,1315.64
402.0,1000.0,-177.345,2.65399e-06,89.4411,104.115,90.5589,15.3454,689.022,1224.43,322.628,1315.64
404.0,1000.0,-177.346,2.65564e-06,89.4476,104.456,90.5524,15.3454,689.022,1224.43,322.628,1315.64
406.0,1000.0,-177.354,2.65732e-06,89.454,104.796,90.546,15.3454,689.022,1224.43,322.628,1315.64
408.0,1000.0,-177.368,2.65904e-06,89.4584,105.135,90.5416,15.3454,689.022,1224.43,322.628,1315.64
410.0,1000.0,-177.388,2.6608e-06,89.4588,105.473,90.5412,15.3454,689.022,1224.43,322.628,1315.64
412.0,1000.0,-177.415,2.6626e-06,89.4591,105.809,90.5409,15.3454,689.022,1224.43,322.628,1315.64
414.0,1000.0,-177.45,2.66444e-06,89.4595,106.145,90.5405,15.3454,689.022,1224.43,322.628,1315.64
416.0,1000.0,-177.492,2.66631e-06,89.4599,106.479,90.5401,15.3454,689.022,1224.43,322.628,1315.64
418.0,1000.0,-180.434,2.74142e-06,89.4747,-99.3558,90.5253,15.3454,689.022,1224.43,416.124,988.613
420.0,1000.0,-180.336,2.74252e-06,89.4749,-99.6771,90.5251,15.3454,689.022,1224.43,418.077,988.725
422.0,1000.0,-180.262,2.74366e-06,89.4751,-99.9977,90.5249,15.3454,689.022,1224.43,420.032,988.838
424.0,1000.0,-184.431,2.8091e-06,89.4873,101.736,90.5127,15.3454,689.022,1224.43,421.969,1009.78
426.0,1000.0,-184.127,2.81047e-06,89.4876,102.037,90.5124,15.3454,689.022,1224.43,423.908,1009.81
428.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
448.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458.0,1000.0,-188.059,2.06719e-06,89.3118,18.0223,90.6882,77.8413,618.878,1287.62,516.956,1019.18
460.0,1000.0,-187.947,2.06084e-06,89.3097,18.1613,90.6903,77.8413,618.878,1287.62,518.569,1019.21
462.0,1000.0,-187.835,2.0545e-06,89.3076,18.3024,90.6924,77.8413,618.878,1287.62,520.179,1019.24
464.0,1000.0,-187.725,2.04817e-06,89.3054,18.4456,90.6946,77.8413,618.878,1287.62,521.788,1019.27
466.0,1000.0,-187.615,2.04184e-06,89.3033,18.591,90.6967,77.8413,618.878,1287.62,523.395,1019.31
468.0,1000.0,-187.506,2.03552e-06,89.3011,18.7387,90.6989,77.8413,618.878,1287.62,525.001,1019.34
470.0,1000.0,-187.397,2.02921e-06,89.2989,18.8886,90.7011,77.8413,618.878,1287.62,526.604,1019.37
472.0,1000.0,-187.29,2.02289e-06,89.2968,19.0408,90.7032,77.8413,618.878,1287.62,528.207,1019.4
474.0,1000.0,-177.716,2.23581e-06,89.3637,-16.4175,90.6363,77.8728,618.827,1287.62,517.19,987.274
