X-coordinate,Y-coordinate,Channel Gain,Time Delay,AoA_theta,AoA_phi,AoD_theta,AoD_phi,First X-coordinate,First y-coordinate,Last X-coordinate,Last y-coordinate
-400.0,1800.0,-114.653,1.01218e-06,88.3044,103.929,91.6956,-142.041,-409.138,1836.84,-409.138,1836.84
-398.0,1800.0,-116.204,1.01379e-06,88.323,104.295,91.677,-142.407,-408.131,1839.76,-408.131,1839.76
-396.0,1800.0,-118.067,1.01545e-06,88.3417,104.66,91.6583,-142.772,-407.147,1842.61,-407.147,1842.61
-394.0,1800.0,-118.709,1.01715e-06,88.3603,105.024,91.6397,-143.136,-406.184,1845.4,-406.184,1845.4
-392.0,1800.0,-117.295,1.0189e-06,88.379,105.387,91.621,-143.499,-405.243,1848.12,-405.243,1848.12
-390.0,1800.0,-115.581,1.02068e-06,88.3976,105.748,91.6024,-143.86,-404.321,1850.79,-404.321,1850.79
-388.0,1800.0,-114.36,1.0225e-06,88.4163,106.108,91.5837,-144.22,-403.42,1853.4,-403.42,1853.4
-386.0,1800.0,-113.577,1.02436e-06,88.4349,106.467,91.5651,-144.579,-402.538,1855.95,-402.538,1855.95
-384.0,1800.0,-113.082,1.02627e-06,88.4536,106.824,91.5464,-144.936,-401.674,1858.45,-401.674,1858.45
-382.0,1800.0,-112.765,1.02821e-06,88.4722,107.18,91.5278,-145.292,-400.828,1860.9,-400.828,1860.9
-380.0,1800.0,-112.562,1.03019e-06,88.4908,107.535,91.5092,-145.647,-400.0,1863.3,-400.0,1863.3
-378.0,1800.0,-112.436,1.03222e-06,88.5094,107.888,91.4906,-146.0,-399.189,1865.65,-399.189,1865.65
-376.0,1800.0,-112.365,1.03428e-06,88.528,108.24,91.472,-146.352,-398.393,1867.95,-398.393,1867.95
-374.0,1800.0,-112.336,1.03638e-06,88.5466,108.591,91.4534,-146.703,-397.614,1870.21,-397.614,1870.21
-372.0,1800.0,-112.342,1.03852e-06,88.5651,108.94,91.4349,-147.052,-396.85,1872.42,-396.85,1872.42
-370.0,1800.0,-112.381,1.04069e-06,88.5836,109.287,91.4164,-147.399,-396.101,1874.59,-396.101,1874.59
-368.0,1800.0,-118.508,1.76639e-06,89.1747,79.293,90.8253,120.403,-286.388,2147.23,-311.628,2098.14
-366.0,1800.0,-118.676,1.76516e-06,89.1833,79.5058,90.8167,120.615,-287.113,2147.21,-309.775,2103.53
-364.0,1800.0,-122.252,1.13513e-06,88.7442,112.799,91.2558,-24.9988,-184.818,1992.92,-395.763,1875.56
-362.0,1800.0,-125.746,1.10819e-06,88.7282,-109.388,91.2718,-147.589,-395.697,1875.76,-365.28,1790.68
-360.0,1800.0,-128.439,1.73109e-06,89.1952,83.4217,90.8048,-120.854,-253.368,1910.67,-331.457,2047.51
-358.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-356.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-354.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-352.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-350.0,1800.0,-175.267,2.36815e-06,89.4364,-12.9123,90.5636,-77.7846,-123.921,1648.58,-103.351,1743.45
-348.0,1800.0,-175.201,2.36165e-06,89.4348,-13.0143,90.5652,-77.7846,-123.921,1648.58,-103.351,1743.45
-346.0,1800.0,-120.931,1.50812e-06,89.1149,-105.325,90.8851,-27.834,-184.784,1991.97,-361.436,1743.67
-344.0,1800.0,-120.805,1.50989e-06,89.116,-105.569,90.884,-27.5897,-184.787,1992.05,-359.675,1743.74
-342.0,1800.0,-120.799,1.5117e-06,89.117,-105.813,90.883,-27.346,-184.79,1992.13,-357.913,1743.81
-340.0,1800.0,-147.421,1.42775e-06,89.0651,-106.553,90.9349,-146.222,-398.687,1867.1,-356.685,1743.86
-338.0,1800.0,-165.146,1.43975e-06,89.0729,-113.327,90.9271,-141.667,-410.185,1833.81,-362.306,1743.64
-336.0,1800.0,-174.294,1.37537e-06,89.0295,70.084,90.9705,-19.0124,-184.884,1994.79,-304.824,1886.05
