X-coordinate,Y-coordinate,Channel Gain,Time Delay,AoA_theta,AoA_phi,AoD_theta,AoD_phi,First X-coordinate,First y-coordinate,Last X-coordinate,Last y-coordinate
-2500.0,-1900.0,-160.755,1.06507e-06,88.3457,33.4584,91.6543,-73.456,-2283.16,-1756.7,-2283.16,-1756.7
-2498.0,-1900.0,-161.049,1.05952e-06,88.3218,33.703,91.6782,-73.456,-2283.16,-1756.7,-2283.16,-1756.7
-2496.0,-1900.0,-161.205,1.05399e-06,88.2976,33.9509,91.7024,-73.456,-2283.16,-1756.7,-2283.16,-1756.7
-2494.0,-1900.0,-161.137,1.04847e-06,88.2733,34.2019,91.7267,-73.456,-2283.16,-1756.7,-2283.16,-1756.7
-2492.0,-1900.0,-160.823,1.04297e-06,88.2528,34.4562,91.7472,-73.456,-2283.16,-1756.7,-2283.16,-1756.7
-2490.0,-1900.0,-160.329,1.03748e-06,88.2436,34.7139,91.7564,-73.456,-2283.16,-1756.7,-2283.16,-1756.7
-2488.0,-1900.0,-159.756,1.032e-06,88.2342,34.9749,91.7658,-73.456,-2283.16,-1756.7,-2283.16,-1756.7
-2486.0,-1900.0,-159.188,1.02655e-06,88.2248,35.2394,91.7752,-73.456,-2283.16,-1756.7,-2283.16,-1756.7
-2484.0,-1900.0,-158.67,1.02112e-06,88.2031,35.5074,91.7969,-73.456,-2283.16,-1756.7,-2283.16,-1756.7
-2482.0,-1900.0,-158.22,1.0157e-06,88.1776,35.7789,91.8224,-73.456,-2283.16,-1756.7,-2283.16,-1756.7
-2480.0,-1900.0,-157.836,1.01031e-06,88.1519,36.0541,91.8481,-73.456,-2283.16,-1756.7,-2283.16,-1756.7
-2478.0,-1900.0,-157.511,1.00494e-06,88.126,36.3329,91.874,-73.456,-2283.16,-1756.7,-2283.16,-1756.7
-2476.0,-1900.0,-157.235,9.99583e-07,88.0998,36.6155,91.9002,-73.456,-2283.16,-1756.7,-2283.16,-1756.7
-2474.0,-1900.0,-156.999,9.94249e-07,88.0733,36.9019,91.9267,-73.456,-2283.16,-1756.7,-2283.16,-1756.7
-2472.0,-1900.0,-156.797,9.88936e-07,88.0466,37.1922,91.9534,-73.456,-2283.16,-1756.7,-2283.16,-1756.7
-2470.0,-1900.0,-156.622,9.83643e-07,88.0197,37.4863,91.9803,-73.456,-2283.16,-1756.7,-2283.16,-1756.7
-2468.0,-1900.0,-156.472,9.78375e-07,87.9855,37.7845,92.0145,-73.456,-2283.16,-1756.7,-2283.16,-1756.7
-2466.0,-1900.0,-156.342,9.73135e-07,87.9415,38.0867,92.0585,-73.456,-2283.16,-1756.7,-2283.16,-1756.7
-2464.0,-1900.0,-156.234,9.67917e-07,87.897,38.3931,92.103,-73.456,-2283.16,-1756.7,-2283.16,-1756.7
-2462.0,-1900.0,-156.147,9.62723e-07,87.8521,38.7036,92.1479,-73.456,-2283.16,-1756.7,-2283.16,-1756.7
-2460.0,-1900.0,-156.083,9.57531e-07,87.8381,39.0184,92.1619,-73.456,-2283.16,-1756.7,-2283.16,-1756.7
-2458.0,-1900.0,-156.048,9.52362e-07,87.8263,39.3376,92.1737,-73.456,-2283.16,-1756.7,-2283.16,-1756.7
-2456.0,-1900.0,-156.048,9.47216e-07,87.8145,39.6611,92.1855,-73.456,-2283.16,-1756.7,-2283.16,-1756.7
-2454.0,-1900.0,-156.095,9.42095e-07,87.8026,39.9891,92.1974,-73.456,-2283.16,-1756.7,-2283.16,-1756.7
-2452.0,-1900.0,-156.208,9.36998e-07,87.7906,40.3216,92.2094,-73.456,-2283.16,-1756.7,-2283.16,-1756.7
-2450.0,-1900.0,-156.414,9.31926e-07,87.7786,40.6588,92.2214,-73.456,-2283.16,-1756.7,-2283.16,-1756.7
-2448.0,-1900.0,-156.746,9.26881e-07,87.7665,41.0006,92.2335,-73.456,-2283.16,-1756.7,-2283.16,-1756.7
-2446.0,-1900.0,-157.238,9.21861e-07,87.7543,41.3472,92.2457,-73.456,-2283.16,-1756.7,-2283.16,-1756.7
-2444.0,-1900.0,-157.869,9.16875e-07,87.7319,41.6986,92.2681,-73.456,-2283.16,-1756.7,-2283.16,-1756.7
-2442.0,-1900.0,-158.435,9.11922e-07,87.7018,42.0549,92.2982,-73.456,-2283.16,-1756.7,-2283.16,-1756.7
-2440.0,-1900.0,-158.5,9.06996e-07,87.6715,42.4163,92.3285,-73.456,-2283.16,-1756.7,-2283.16,-1756.7
-2438.0,-1900.0,-157.869,9.02097e-07,87.6439,42.7826,92.3561,-73.456,-2283.16,-1756.7,-2283.16,-1756.7
-2436.0,-1900.0,-156.919,8.97207e-07,87.649,43.1541,92.351,-73.456,-2283.16,-1756.7,-2283.16,-1756.7
-2434.0,-1900.0,-156.036,8.92346e-07,87.6543,43.5308,92.3457,-73.456,-2283.16,-1756.7,-2283.16,-1756.7
-2432.0,-1900.0,-155.34,8.87515e-07,87.6597,43.9128,92.3403,-73.456,-2283.16,-1756.7,-2283.16,-1756.7
-2430.0,-1900.0,-154.815,8.82723e-07,87.6546,44.3002,92.3454,-73.456,-2283.16,-1756.7,-2283.16,-1756.7
-2428.0,-1900.0,-154.415,8.77967e-07,87.6419,44.693,92.3581,-73.456,-2283.16,-1756.7,-2283.16,-1756.7
-2426.0,-1900.0,-154.105,8.73243e-07,87.6291,45.0913,92.3709,-73.456,-2283.16,-1756.7,-2283.16,-1756.7
-2424.0,-1900.0,-153.858,8.68552e-07,87.6163,45.4952,92.3837,-73.456,-2283.16,-1756.7,-2283.16,-1756.7
-2422.0,-1900.0,-153.66,8.63896e-07,87.6034,45.9048,92.3966,-73.456,-2283.16,-1756.7,-2283.16,-1756.7
-2420.0,-1900.0,-153.502,8.59273e-07,87.5905,46.3202,92.4095,-73.456,-2283.16,-1756.7,-2283.16,-1756.7
-2418.0,-1900.0,-153.384,8.54686e-07,87.5776,46.7413,92.4224,-73.456,-2283.16,-1756.7,-2283.16,-1756.7
