X-coordinate,Y-coordinate,Channel Gain,Time Delay,AoA_theta,AoA_phi,AoD_theta,AoD_phi,First X-coordinate,First y-coordinate,Last X-coordinate,Last y-coordinate
-1100.0,-700.0,-120.798,2.22877e-06,89.346,52.954,90.654,53.0062,-798.746,-365.602,-823.36,-333.5
-1098.0,-700.0,-120.76,2.22477e-06,89.3304,53.0912,90.6696,53.1433,-798.749,-364.934,-822.734,-333.497
-1096.0,-700.0,-120.739,2.22077e-06,89.3146,53.2288,90.6854,53.281,-798.752,-364.259,-822.107,-333.495
-1094.0,-700.0,-120.734,2.21679e-06,89.2989,53.367,90.7011,53.4192,-798.755,-363.578,-821.48,-333.493
-1092.0,-700.0,-152.438,2.2133e-06,89.2856,54.3251,90.7144,51.8148,-798.723,-371.231,-828.902,-333.521
-1090.0,-700.0,-153.119,2.20942e-06,89.2916,54.532,90.7084,51.8148,-798.723,-371.231,-828.902,-333.521
-1088.0,-700.0,-155.092,9.24393e-07,88.2815,52.0253,91.7185,-144.171,-973.058,-552.747,-973.058,-552.747
-1086.0,-700.0,-155.38,9.20333e-07,88.2297,52.5121,91.7703,-144.171,-973.058,-552.747,-973.058,-552.747
-1084.0,-700.0,-155.653,9.16322e-07,88.1692,53.0053,91.8308,-144.171,-973.058,-552.747,-973.058,-552.747
-1082.0,-700.0,-155.906,9.1236e-07,88.1082,53.5049,91.8918,-144.171,-973.058,-552.747,-973.058,-552.747
-1080.0,-700.0,-156.129,9.08445e-07,88.0468,54.0111,91.9532,-144.171,-973.058,-552.747,-973.058,-552.747
-1078.0,-700.0,-156.306,9.04579e-07,87.9849,54.5239,92.0151,-144.171,-973.058,-552.747,-973.058,-552.747
-1076.0,-700.0,-156.415,9.00763e-07,87.9227,55.0433,92.0773,-144.171,-973.058,-552.747,-973.058,-552.747
-1074.0,-700.0,-156.465,8.96998e-07,87.86,55.5694,92.14,-144.171,-973.058,-552.747,-973.058,-552.747
-1072.0,-700.0,-156.573,8.93285e-07,87.7969,56.1022,92.2031,-144.171,-973.058,-552.747,-973.058,-552.747
-1070.0,-700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1068.0,-700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1066.0,-700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1064.0,-700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1062.0,-700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1060.0,-700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1058.0,-700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1056.0,-700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1054.0,-700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1052.0,-700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1050.0,-700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1048.0,-700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1046.0,-700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1044.0,-700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1042.0,-700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1040.0,-700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1038.0,-700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1036.0,-700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1034.0,-700.0,-167.483,2.39312e-06,66.4644,-60.0962,89.0286,61.9324,-811.194,-333.454,-1006.81,-747.283
-1032.0,-700.0,-167.344,2.38997e-06,66.5095,-60.2654,89.0273,62.0733,-811.72,-333.456,-1004.98,-747.297
